Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
12,9,8,17,8,17,19,8,0,1,0,3,1,3,3,0,Unknown,Philosopher
12,7,8,19,5,18,14,11,0,0,1,3,1,1,1,0,Unknown,Philosopher
12,8,9,17,7,18,18,14,1,0,0,3,1,3,3,1,Unknown,Philosopher
14,7,6,18,6,18,17,14,0,1,0,3,0,3,3,0,Unknown,Philosopher
12,6,7,19,7,18,17,13,1,0,1,3,1,3,3,1,Unknown,Philosopher
13,6,7,18,7,20,18,14,0,0,0,3,0,3,3,1,Unknown,Philosopher
13,8,9,18,8,17,19,12,1,0,0,3,0,1,3,1,Unknown,Philosopher
13,6,6,18,5,19,17,12,0,1,0,3,1,3,1,1,Unknown,Philosopher
12,8,7,17,5,18,17,13,1,0,1,3,1,3,3,0,Unknown,Philosopher
12,5,7,20,6,17,17,13,1,0,0,3,0,3,1,3,Unknown,Philosopher
13,7,9,16,5,19,19,13,1,0,1,3,0,3,1,1,Unknown,Philosopher
14,6,8,18,5,18,17,15,1,1,0,3,0,1,3,1,Unknown,Philosopher
11,8,8,18,5,18,18,13,1,0,1,3,0,3,3,1,Unknown,Philosopher
13,5,8,18,6,17,19,13,1,1,0,3,0,3,3,0,Unknown,Philosopher
13,5,10,16,7,20,18,12,1,1,0,3,1,1,1,1,Unknown,Philosopher
13,8,8,20,7,17,16,12,3,1,0,3,0,3,3,1,Unknown,Philosopher
12,6,7,18,7,16,15,14,1,0,0,3,0,3,1,0,Unknown,Philosopher
13,9,9,18,7,17,18,14,1,0,0,3,0,1,1,1,Unknown,Philosopher
13,8,9,16,7,18,18,12,0,1,1,3,0,1,3,3,Unknown,Philosopher
12,7,7,16,6,19,19,13,0,0,1,3,0,3,1,1,Unknown,Philosopher
13,7,8,16,7,18,15,13,1,0,0,3,1,1,3,0,Unknown,Philosopher
13,8,8,18,5,17,17,12,1,1,0,3,0,3,3,1,Unknown,Philosopher
13,8,7,18,6,20,17,13,1,1,0,3,1,1,3,1,Unknown,Philosopher
12,10,9,16,7,17,20,13,0,0,0,3,0,1,3,0,Unknown,Philosopher
12,5,8,15,7,19,18,13,1,1,0,3,0,1,3,1,Unknown,Philosopher
12,6,8,16,5,16,16,14,0,0,1,3,0,1,1,1,Unknown,Philosopher
13,9,8,17,7,16,19,13,1,0,0,3,1,3,3,1,Unknown,Philosopher
13,7,8,19,5,20,17,14,0,0,0,3,0,3,3,1,Unknown,Philosopher
17,9,10,17,8,18,13,9,3,0,1,3,0,3,1,1,Unknown,Philosopher
12,9,8,18,9,17,18,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
12,10,8,18,5,18,17,13,1,0,1,3,1,3,3,0,Unknown,Philosopher
13,8,9,18,8,18,16,13,1,0,0,3,0,3,1,1,Unknown,Philosopher
16,8,6,20,10,11,17,13,3,0,0,3,1,1,1,0,Unknown,Philosopher
10,7,8,15,6,18,15,13,1,0,1,3,0,3,3,1,Unknown,Philosopher
11,8,8,17,7,19,16,13,0,0,0,3,0,1,3,1,Unknown,Philosopher
14,8,8,20,5,17,16,13,1,1,1,3,0,3,1,1,Unknown,Philosopher
14,6,9,17,5,18,18,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
13,7,9,15,5,19,17,14,0,0,1,3,0,3,3,0,Unknown,Philosopher
12,7,8,20,7,19,14,13,1,0,0,3,0,3,1,0,Unknown,Philosopher
12,6,7,18,7,17,19,12,0,0,0,3,0,1,3,1,Unknown,Philosopher
11,5,7,16,6,20,18,13,1,1,0,3,0,3,3,3,Unknown,Philosopher
11,8,8,18,8,18,17,12,1,1,0,3,0,3,1,0,Unknown,Philosopher
13,7,10,17,6,19,18,13,0,0,0,3,0,3,1,1,Unknown,Philosopher
11,7,8,19,8,19,15,14,1,0,0,3,1,3,1,0,Unknown,Philosopher
14,5,7,17,5,20,18,13,0,1,1,3,0,3,1,0,Unknown,Philosopher
13,6,8,17,6,19,17,12,1,0,0,3,0,3,1,1,Unknown,Philosopher
11,7,9,18,6,17,18,12,1,0,0,3,1,3,3,3,Unknown,Philosopher
13,7,9,20,5,18,19,13,1,0,1,3,1,3,3,1,Unknown,Philosopher
13,8,6,17,5,18,19,13,0,0,0,3,0,1,1,0,Unknown,Philosopher
12,8,8,19,5,18,18,12,1,0,0,3,1,3,1,1,Unknown,Philosopher
11,5,7,16,8,17,18,12,0,1,0,3,0,3,1,1,Unknown,Philosopher
12,9,9,17,8,17,20,12,1,1,0,3,1,3,3,0,Unknown,Philosopher
11,9,8,15,5,18,14,14,1,0,1,3,1,3,1,3,Unknown,Philosopher
12,6,8,18,5,18,15,13,3,0,0,3,1,3,3,1,Unknown,Philosopher
13,12,7,17,6,19,18,12,1,0,1,3,0,3,1,1,Unknown,Philosopher
12,6,7,18,7,18,19,13,1,0,0,3,0,3,1,0,Unknown,Philosopher
11,7,9,18,5,19,18,13,1,0,0,3,0,1,3,1,Unknown,Philosopher
13,7,7,15,7,19,18,12,0,0,0,3,1,3,3,1,Unknown,Philosopher
11,9,8,15,6,18,19,13,0,1,0,3,0,1,1,1,Unknown,Philosopher
13,8,8,19,7,18,19,12,1,0,1,3,0,3,3,0,Unknown,Philosopher
13,6,9,16,6,19,19,13,1,0,0,3,1,3,1,3,Unknown,Philosopher
13,5,8,17,5,18,18,11,1,0,0,3,0,3,3,0,Unknown,Philosopher
13,6,8,17,5,15,18,13,1,0,1,3,0,1,1,1,Unknown,Philosopher
12,8,7,18,5,18,17,13,3,1,0,3,0,1,1,1,Unknown,Philosopher
13,5,7,15,8,19,19,13,0,1,0,3,1,3,3,1,Unknown,Philosopher
12,5,8,17,7,18,17,12,1,0,0,3,1,3,3,1,Unknown,Philosopher
12,7,8,19,8,20,18,13,1,0,0,3,0,3,3,1,Unknown,Philosopher
13,9,8,15,5,18,20,13,0,0,0,3,0,3,1,0,Unknown,Philosopher
14,8,7,20,5,19,17,14,0,0,1,3,0,1,1,1,Unknown,Philosopher
12,7,6,16,7,17,19,14,0,1,0,3,0,3,3,1,Unknown,Philosopher
10,8,8,17,5,17,18,13,0,0,0,3,1,3,1,0,Unknown,Philosopher
12,7,9,17,7,17,19,13,1,0,0,3,0,1,3,1,Unknown,Philosopher
11,6,9,20,9,19,18,7,0,0,0,3,0,3,1,0,Unknown,Philosopher
12,7,7,15,5,19,16,13,3,1,0,3,0,3,3,1,Unknown,Philosopher
11,6,8,19,6,15,16,13,0,0,1,3,0,3,3,1,Unknown,Philosopher
13,7,7,19,5,16,18,14,1,0,0,3,0,3,3,1,Unknown,Philosopher
11,6,8,15,5,20,20,13,0,0,1,3,1,1,3,0,Unknown,Philosopher
13,5,7,16,7,18,17,15,0,0,1,3,0,3,3,0,Unknown,Philosopher
13,7,7,15,7,17,18,12,0,1,0,3,1,3,3,0,Unknown,Philosopher
12,10,10,18,7,17,20,13,1,1,0,3,1,1,3,1,Unknown,Philosopher
14,8,8,19,6,17,18,12,0,0,0,3,1,1,1,0,Unknown,Philosopher
14,6,9,19,6,19,18,12,1,1,0,3,0,3,1,1,Unknown,Philosopher
14,7,8,20,6,17,16,13,0,1,0,3,0,3,1,0,Unknown,Philosopher
13,12,5,19,9,18,19,13,1,0,0,3,1,1,1,0,Unknown,Philosopher
14,8,7,20,5,18,17,14,1,0,1,3,1,3,3,0,Unknown,Philosopher
11,7,7,17,6,19,17,11,1,0,1,3,0,3,1,0,Unknown,Philosopher
13,8,9,17,5,17,15,13,1,0,0,3,1,1,3,1,Unknown,Philosopher
13,7,7,18,8,14,17,12,0,1,0,3,0,1,1,1,Unknown,Philosopher
12,6,8,18,5,17,19,11,1,0,1,3,0,1,1,1,Unknown,Philosopher
13,7,8,17,5,16,18,13,1,0,1,3,0,1,3,1,Unknown,Philosopher
12,6,8,20,8,20,19,13,1,0,1,3,0,1,3,1,Unknown,Philosopher
13,9,7,15,9,18,18,13,0,1,1,3,0,3,3,1,Unknown,Philosopher
12,9,8,18,5,17,20,13,1,1,0,3,0,1,3,1,Unknown,Philosopher
12,5,8,18,5,18,16,13,0,0,1,3,0,3,3,0,Unknown,Philosopher
13,8,9,19,6,16,18,13,1,1,0,3,0,1,3,1,Unknown,Philosopher
14,10,7,19,6,18,19,13,1,0,0,3,0,3,3,1,Unknown,Philosopher
12,8,7,20,6,17,19,14,0,0,1,3,0,3,3,0,Unknown,Philosopher
11,6,7,17,5,17,15,13,1,1,0,3,1,3,3,3,Unknown,Philosopher
12,6,9,18,8,17,15,12,0,0,0,3,1,3,3,3,Unknown,Philosopher
5,7,13,18,12,16,18,14,0,0,0,3,1,1,3,0,Unknown,Philosopher
13,7,9,18,8,16,20,13,1,1,0,3,0,1,3,0,Unknown,Philosopher
10,9,6,17,5,18,18,13,0,0,0,3,0,3,3,1,Unknown,Philosopher
14,8,9,18,6,20,18,12,0,0,1,3,0,3,3,1,Unknown,Philosopher
13,12,8,20,8,18,18,13,1,1,0,3,1,3,3,0,Unknown,Philosopher
14,8,14,20,19,12,16,20,0,0,1,3,1,1,1,3,Unknown,Philosopher
12,5,8,17,6,17,16,13,0,0,0,3,1,1,3,1,Unknown,Philosopher
13,7,9,16,7,20,17,12,1,1,0,3,0,1,1,1,Unknown,Philosopher
12,7,7,16,5,18,15,11,1,1,1,3,1,1,1,1,Unknown,Philosopher
13,6,8,17,7,18,19,12,0,1,0,3,0,1,3,0,Unknown,Philosopher
11,8,9,15,6,18,15,14,1,1,0,3,0,3,1,1,Unknown,Philosopher
12,7,8,18,7,19,17,13,0,0,1,3,0,3,3,1,Unknown,Philosopher
10,8,7,19,7,16,16,14,0,0,0,3,0,1,3,1,Unknown,Philosopher
14,5,6,15,7,15,15,13,1,0,1,3,0,3,3,1,Unknown,Philosopher
16,7,12,15,10,16,13,10,3,1,0,3,0,3,1,1,Unknown,Philosopher
11,8,8,18,9,18,19,14,1,1,0,3,1,3,1,1,Unknown,Philosopher
14,6,7,17,7,17,16,13,0,0,0,3,1,3,3,1,Unknown,Philosopher
18,8,14,17,8,16,13,7,3,0,0,3,0,1,3,1,Unknown,Philosopher
11,7,9,17,5,17,18,12,1,1,0,3,1,1,3,0,Unknown,Philosopher
11,8,8,16,6,17,18,14,0,1,1,3,0,3,3,1,Unknown,Philosopher
11,5,7,16,8,18,15,13,1,0,0,3,0,3,3,0,Unknown,Philosopher
11,7,9,15,5,19,18,12,1,0,1,3,0,1,1,0,Unknown,Philosopher
11,10,9,19,5,19,18,13,1,1,1,3,1,1,1,1,Unknown,Philosopher
5,9,13,20,13,18,17,11,0,1,0,3,1,3,3,1,Unknown,Philosopher
11,7,10,18,5,18,16,15,1,0,1,3,0,3,3,1,Unknown,Philosopher
12,5,7,18,5,18,15,13,0,0,1,3,0,1,3,1,Unknown,Philosopher
12,6,8,17,5,19,19,13,1,1,0,3,0,1,3,1,Unknown,Philosopher
13,8,8,17,5,17,16,11,1,0,1,3,0,1,3,1,Unknown,Philosopher
11,9,8,18,5,19,16,13,0,0,0,3,0,3,1,1,Unknown,Philosopher
11,7,9,18,7,16,18,12,3,0,1,3,0,3,1,1,Unknown,Philosopher
13,7,8,20,6,16,20,13,1,0,0,3,0,1,3,3,Unknown,Philosopher
12,6,9,17,5,17,17,14,0,0,0,3,0,1,1,1,Unknown,Philosopher
13,9,7,17,6,18,18,12,1,0,0,3,0,3,3,3,Unknown,Philosopher
14,5,8,15,6,18,15,12,1,0,0,3,0,1,1,1,Unknown,Philosopher
13,8,8,15,8,17,18,13,1,0,1,3,1,3,3,0,Unknown,Philosopher
14,10,7,17,6,19,20,14,1,0,1,3,0,3,1,1,Unknown,Philosopher
12,6,8,17,5,17,19,11,0,0,0,3,0,3,3,1,Unknown,Philosopher
12,10,8,17,5,17,17,12,0,1,0,3,1,3,3,1,Unknown,Philosopher
12,7,6,17,8,17,19,12,0,1,1,3,0,3,1,1,Unknown,Philosopher
13,7,9,18,6,17,15,14,1,0,0,3,0,1,3,1,Unknown,Philosopher
14,7,8,20,7,18,18,15,1,1,0,3,0,1,3,1,Unknown,Philosopher
13,5,7,18,5,18,16,14,1,0,0,3,0,3,3,0,Unknown,Philosopher
12,9,13,20,14,6,12,18,1,0,1,3,0,0,1,3,Unknown,Philosopher
14,11,7,16,5,16,19,13,1,0,0,3,0,3,3,0,Unknown,Philosopher
12,6,7,18,5,17,19,14,1,0,1,3,1,3,1,1,Unknown,Philosopher
12,7,9,15,8,19,16,14,1,1,0,3,0,3,3,1,Unknown,Philosopher
11,7,8,18,8,17,15,14,1,0,0,3,1,3,3,0,Unknown,Philosopher
13,13,5,17,9,17,17,15,1,0,0,3,1,3,1,1,Unknown,Philosopher
12,6,8,15,5,20,18,14,1,1,1,3,1,3,3,1,Unknown,Philosopher
12,7,7,17,5,18,18,11,1,1,0,3,0,1,3,3,Unknown,Philosopher
13,7,9,18,8,20,17,13,0,0,1,3,1,3,1,1,Unknown,Philosopher
12,7,9,19,5,20,19,13,1,1,1,3,0,1,1,1,Unknown,Philosopher
14,6,8,16,7,17,18,13,0,0,0,3,0,3,3,0,Unknown,Philosopher
12,5,8,19,7,18,16,15,0,0,1,3,0,3,1,1,Unknown,Philosopher
13,7,10,15,8,18,20,12,1,0,1,3,0,3,1,1,Unknown,Philosopher
12,8,7,16,7,16,19,12,3,0,0,3,0,3,3,0,Unknown,Philosopher
12,8,8,15,7,19,16,14,0,0,0,3,1,3,1,1,Unknown,Philosopher
13,6,9,17,10,18,14,13,1,0,0,3,0,3,1,1,Unknown,Philosopher
14,6,8,20,5,19,15,12,1,0,0,3,0,3,1,1,Unknown,Philosopher
12,5,8,19,5,17,16,12,1,1,0,3,0,1,3,1,Unknown,Philosopher
11,8,7,17,8,20,16,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
13,7,8,19,8,18,16,13,1,0,0,3,0,3,1,1,Unknown,Philosopher
13,6,6,16,6,19,16,13,1,0,0,3,1,3,3,1,Unknown,Philosopher
12,6,8,19,6,20,17,13,1,1,0,3,1,1,1,1,Unknown,Philosopher
12,8,8,18,6,20,19,15,1,0,1,3,0,3,3,0,Unknown,Philosopher
12,5,8,16,7,19,17,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
13,8,7,18,7,19,17,12,0,0,1,3,0,1,3,1,Unknown,Philosopher
12,10,7,15,7,16,19,14,1,0,1,3,0,1,1,1,Unknown,Philosopher
12,8,9,18,5,17,17,14,1,0,0,3,0,3,3,1,Unknown,Philosopher
12,6,7,15,5,18,16,13,1,0,1,3,0,3,3,1,Unknown,Philosopher
11,6,8,17,7,20,18,14,0,0,1,3,0,1,1,1,Unknown,Philosopher
12,7,8,16,5,17,17,13,0,0,0,3,3,3,3,0,Unknown,Philosopher
13,6,8,19,5,18,14,14,0,0,0,3,1,1,1,0,Unknown,Philosopher
12,10,8,17,5,17,19,14,1,0,1,3,1,1,1,0,Unknown,Philosopher
11,8,7,20,5,19,17,12,1,0,0,3,0,3,1,1,Unknown,Philosopher
12,7,8,17,9,19,14,12,1,0,0,3,0,1,3,0,Unknown,Philosopher
13,7,8,19,6,18,17,13,0,1,0,3,1,1,1,1,Unknown,Philosopher
11,8,7,16,8,18,16,15,1,1,0,3,0,3,3,0,Unknown,Philosopher
12,8,6,19,5,20,18,13,1,0,0,3,0,3,1,1,Unknown,Philosopher
12,6,7,19,8,16,20,13,1,1,1,3,0,1,3,1,Unknown,Philosopher
13,7,7,18,7,20,19,12,1,0,0,3,0,1,1,0,Unknown,Philosopher
12,8,8,15,8,17,17,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
14,7,8,17,6,19,19,12,0,0,1,3,0,3,3,3,Unknown,Philosopher
13,8,8,18,6,18,16,13,0,0,1,3,1,3,3,0,Unknown,Philosopher
11,6,9,16,10,19,20,14,1,0,0,3,0,1,3,0,Unknown,Philosopher
13,6,7,19,8,19,20,13,1,0,0,3,1,3,1,1,Unknown,Philosopher
12,8,9,18,6,19,19,12,0,0,1,3,0,3,3,1,Unknown,Philosopher
12,8,8,19,6,18,20,13,1,0,3,3,1,3,3,0,Unknown,Philosopher
12,7,7,17,5,17,18,12,0,0,1,3,1,3,3,3,Unknown,Philosopher
12,5,8,19,6,18,19,13,3,0,0,3,0,3,3,1,Unknown,Philosopher
17,13,9,19,7,13,18,13,1,1,0,3,1,1,1,1,Unknown,Philosopher
13,9,9,20,6,19,17,13,3,0,1,3,0,3,3,1,Unknown,Philosopher
12,7,8,18,8,17,15,13,1,1,1,3,0,3,3,3,Unknown,Philosopher
11,7,7,18,8,16,18,14,3,0,0,3,0,3,3,3,Unknown,Philosopher
14,7,7,18,6,18,20,12,1,0,0,3,0,3,3,0,Unknown,Philosopher
12,6,8,16,6,19,16,13,1,0,0,3,0,3,3,1,Unknown,Philosopher
14,6,9,19,7,18,17,14,1,1,0,3,1,3,3,1,Unknown,Philosopher
13,5,9,17,6,18,18,14,1,0,1,3,0,0,3,1,Unknown,Philosopher
15,8,12,17,19,12,18,20,0,0,0,3,1,0,1,3,Unknown,Philosopher
13,9,8,18,5,18,17,14,1,0,1,3,1,1,3,1,Unknown,Philosopher
13,5,8,20,5,16,19,13,1,0,1,3,0,1,3,1,Unknown,Philosopher
11,7,9,17,6,19,15,14,3,0,0,3,0,3,1,1,Unknown,Philosopher
11,7,8,18,8,17,17,14,1,0,1,3,0,3,3,0,Unknown,Philosopher
11,9,7,19,8,18,18,13,1,0,1,3,1,3,3,0,Unknown,Philosopher
11,5,7,15,5,18,18,12,1,1,0,3,1,3,3,1,Unknown,Philosopher
11,6,9,20,5,20,18,13,1,1,0,3,1,1,3,0,Unknown,Philosopher
13,6,9,17,5,16,19,12,0,1,0,3,0,3,3,0,Unknown,Philosopher
12,8,10,17,5,20,17,14,0,1,0,3,1,3,3,0,Unknown,Philosopher
13,6,7,15,8,17,17,14,1,0,0,3,1,3,3,1,Unknown,Philosopher
20,10,13,18,13,17,15,9,1,0,1,3,0,3,1,0,Unknown,Philosopher
13,6,9,18,6,16,20,13,0,0,1,3,1,3,3,1,Unknown,Philosopher
13,8,7,16,8,16,20,14,1,1,0,3,0,3,3,1,Unknown,Philosopher
13,7,7,17,5,17,18,13,1,0,0,3,0,3,3,0,Unknown,Philosopher
8,6,12,19,11,18,20,13,1,0,1,3,1,3,3,1,Unknown,Philosopher
14,5,9,17,5,17,17,13,1,0,0,3,1,3,1,1,Unknown,Philosopher
13,5,8,19,7,19,18,12,1,0,0,3,1,3,3,0,Unknown,Philosopher
12,7,9,17,5,15,14,12,0,1,1,3,1,3,3,1,Unknown,Philosopher
11,5,7,18,5,18,19,14,1,1,0,3,1,1,3,1,Unknown,Philosopher
12,6,9,17,6,18,20,12,0,0,1,3,0,3,3,1,Unknown,Philosopher
13,6,8,19,5,18,18,12,3,0,0,3,0,1,1,1,Unknown,Philosopher
13,8,17,20,12,6,14,20,1,1,3,3,1,0,1,1,Unknown,Philosopher
13,7,8,19,8,20,16,13,1,0,0,3,1,3,3,1,Unknown,Philosopher
14,7,8,20,6,19,18,14,0,1,1,3,0,3,1,3,Unknown,Philosopher
13,8,12,20,13,14,18,18,1,0,1,3,3,1,3,3,Unknown,Philosopher
18,8,13,16,15,17,16,8,3,0,0,3,1,3,3,0,Unknown,Philosopher
12,6,8,17,5,19,16,13,1,0,0,3,0,3,3,1,Unknown,Philosopher
12,6,9,18,7,18,16,14,1,0,1,3,0,3,3,0,Unknown,Philosopher
13,11,5,18,9,18,20,14,1,0,0,3,0,3,3,1,Unknown,Philosopher
11,8,7,15,6,17,20,14,1,0,0,3,0,3,3,0,Unknown,Philosopher
12,5,10,17,5,17,15,13,1,1,0,3,0,1,3,1,Unknown,Philosopher
13,8,9,19,6,19,15,13,0,0,1,3,0,3,3,1,Unknown,Philosopher
11,6,7,16,7,18,17,13,1,0,0,3,1,1,3,1,Unknown,Philosopher
13,9,7,16,6,16,18,13,3,0,0,3,0,3,1,0,Unknown,Philosopher
13,6,8,15,5,19,16,12,1,1,0,3,0,1,3,0,Unknown,Philosopher
12,5,7,17,6,18,19,13,0,1,1,3,0,1,3,3,Unknown,Philosopher
12,5,6,19,7,16,17,13,1,0,0,3,1,3,3,1,Unknown,Philosopher
14,5,8,15,8,17,18,14,1,0,0,3,0,3,1,1,Unknown,Philosopher
11,8,9,18,7,17,19,13,1,1,0,3,0,3,1,1,Unknown,Philosopher
11,5,9,18,6,18,17,12,0,0,0,3,0,3,3,0,Unknown,Philosopher
11,8,8,18,7,17,14,12,1,0,0,3,0,3,3,1,Unknown,Philosopher
15,10,8,15,7,17,17,8,1,0,1,3,0,3,3,0,Unknown,Philosopher
14,7,8,20,5,15,16,12,1,0,0,3,1,1,3,0,Unknown,Philosopher
17,7,13,19,10,20,17,6,3,0,1,3,1,3,3,0,Unknown,Philosopher
12,9,8,17,6,19,18,13,0,0,0,3,0,3,3,0,Unknown,Philosopher
13,8,7,15,5,18,12,13,1,0,1,3,0,1,1,0,Unknown,Philosopher
13,5,8,18,6,18,16,12,0,0,0,3,0,1,3,1,Unknown,Philosopher
13,6,9,20,7,20,15,13,1,0,1,3,1,3,3,3,Unknown,Philosopher
12,5,8,16,5,18,17,12,1,0,1,3,0,3,3,1,Unknown,Philosopher
13,7,7,16,5,17,20,13,1,0,1,3,1,1,3,0,Unknown,Philosopher
13,7,8,19,5,18,18,12,1,0,1,3,0,3,3,3,Unknown,Philosopher
12,8,8,19,6,19,17,12,1,0,0,3,1,3,3,1,Unknown,Philosopher
13,8,7,15,6,18,18,13,1,0,0,3,0,1,1,1,Unknown,Philosopher
13,8,8,19,5,18,20,13,1,0,0,3,1,3,3,0,Unknown,Philosopher
13,7,6,20,7,17,18,13,1,1,0,3,0,3,1,1,Unknown,Philosopher
13,8,8,15,7,17,16,12,1,1,1,3,0,3,3,0,Unknown,Philosopher
11,7,9,16,8,18,14,13,0,0,0,3,0,1,1,1,Unknown,Philosopher
10,8,9,17,5,17,17,13,1,0,1,3,0,1,3,1,Unknown,Philosopher
13,9,9,16,6,17,18,12,1,0,0,3,1,1,1,1,Unknown,Philosopher
12,8,8,17,6,18,15,14,1,0,0,3,1,1,3,1,Unknown,Philosopher
13,6,9,17,5,17,19,11,1,1,1,3,0,3,1,0,Unknown,Philosopher
17,9,12,20,10,17,12,8,3,0,1,3,0,3,1,0,Unknown,Philosopher
13,7,8,19,6,20,18,12,1,1,1,3,0,3,1,0,Unknown,Philosopher
14,6,7,17,6,18,16,13,1,1,1,3,0,3,3,1,Unknown,Philosopher
19,7,6,17,9,13,16,12,1,0,0,3,0,1,1,1,Unknown,Marketing
17,5,12,20,7,15,14,7,3,0,0,3,0,3,1,0,Unknown,Marketing
20,7,15,18,6,17,13,9,1,1,3,3,0,3,1,0,Unknown,Marketing
18,8,13,15,8,19,13,8,3,1,1,3,1,1,1,1,Unknown,Marketing
18,8,13,18,8,16,12,9,3,0,1,3,1,3,1,0,Unknown,Marketing
16,8,13,15,7,20,12,9,1,0,1,3,0,1,1,0,Unknown,Marketing
16,8,12,16,9,17,12,6,1,1,1,3,0,3,1,0,Unknown,Marketing
16,8,13,16,8,16,11,5,3,0,0,3,0,3,1,0,Unknown,Marketing
18,10,13,18,6,16,12,8,1,0,0,3,1,3,3,0,Unknown,Marketing
18,7,13,15,9,17,13,7,1,0,0,3,1,3,1,0,Unknown,Marketing
16,6,13,18,10,17,12,9,3,1,1,3,0,3,1,0,Unknown,Marketing
17,8,13,20,9,18,11,9,3,0,1,3,0,3,3,1,Unknown,Marketing
16,6,11,17,7,17,11,9,3,0,1,3,0,3,1,0,Unknown,Marketing
20,9,13,18,6,15,13,6,3,1,1,3,0,3,1,0,Unknown,Marketing
16,8,12,15,8,17,11,9,3,0,1,3,0,1,1,0,Unknown,Marketing
18,7,12,16,9,17,13,8,1,0,1,3,1,3,1,0,Unknown,Marketing
19,7,12,18,7,19,12,7,3,0,0,3,0,3,1,1,Unknown,Marketing
19,7,11,19,9,19,12,7,3,0,1,3,0,3,1,0,Unknown,Marketing
14,10,12,18,7,18,13,7,1,0,3,3,0,3,1,1,Unknown,Marketing
17,8,14,18,10,17,14,6,1,0,1,3,0,3,1,0,Unknown,Marketing
20,5,13,18,8,17,14,8,3,0,0,3,0,3,1,0,Unknown,Marketing
18,9,11,15,6,15,14,5,1,0,1,3,0,1,1,0,Unknown,Marketing
17,6,11,15,7,18,14,12,3,1,1,3,0,3,3,0,Unknown,Marketing
20,7,13,19,9,17,12,7,1,0,0,3,0,3,1,1,Unknown,Marketing
19,7,12,17,7,16,13,9,3,0,1,3,0,3,1,1,Unknown,Marketing
14,7,17,16,13,9,13,19,3,1,3,3,1,0,1,3,Unknown,Marketing
18,9,12,18,8,20,11,11,1,1,1,3,1,3,1,0,Unknown,Marketing
14,6,14,18,10,17,11,8,3,1,3,3,1,3,1,0,Unknown,Marketing
17,6,13,15,5,16,14,8,1,0,1,3,0,3,1,0,Unknown,Marketing
15,8,12,20,8,18,12,8,3,1,1,3,0,3,1,0,Unknown,Marketing
18,5,12,16,8,20,12,9,1,0,0,3,1,1,1,1,Unknown,Marketing
19,8,15,15,8,16,11,6,3,0,3,3,0,1,1,0,Unknown,Marketing
18,6,13,17,8,17,14,7,3,0,1,3,0,1,1,0,Unknown,Marketing
17,13,9,17,6,14,19,12,3,1,0,3,1,0,3,0,Unknown,Marketing
18,7,12,17,7,17,12,7,3,0,1,3,0,3,1,0,Unknown,Marketing
20,5,13,20,10,19,13,8,3,0,1,3,0,3,1,1,Unknown,Marketing
20,8,11,18,7,13,12,7,0,1,0,3,0,3,1,1,Unknown,Marketing
17,8,15,17,6,17,12,6,3,1,0,3,0,3,3,0,Unknown,Marketing
14,8,12,17,7,15,13,5,3,0,0,3,0,3,1,0,Unknown,Marketing
17,6,13,18,5,18,14,9,3,1,1,3,0,3,1,0,Unknown,Marketing
18,6,14,17,6,18,12,12,3,1,1,3,1,3,1,0,Unknown,Marketing
19,8,14,15,7,17,13,8,3,0,0,3,1,3,1,0,Unknown,Marketing
17,5,15,18,8,17,11,9,3,0,0,3,1,1,1,1,Unknown,Marketing
19,9,13,17,7,16,11,9,3,0,1,3,0,3,1,0,Unknown,Marketing
18,8,13,17,5,16,13,6,1,0,3,3,0,3,1,0,Unknown,Marketing
17,7,12,16,6,17,12,8,1,0,0,3,0,3,1,0,Unknown,Marketing
19,8,13,18,7,17,13,7,0,0,1,3,0,1,1,0,Unknown,Marketing
17,6,12,17,8,19,12,5,1,0,0,3,3,1,1,0,Unknown,Marketing
15,11,14,20,6,16,12,5,3,1,1,3,1,3,1,0,Unknown,Marketing
19,9,14,16,8,17,14,5,3,0,0,3,0,3,1,0,Unknown,Marketing
17,5,14,20,11,18,12,8,3,1,1,3,1,3,1,1,Unknown,Marketing
17,9,14,15,5,17,13,6,1,0,1,3,0,3,1,0,Unknown,Marketing
17,7,14,15,8,15,11,9,3,1,1,3,0,1,1,0,Unknown,Marketing
18,8,14,19,5,16,13,6,3,0,1,3,1,3,1,0,Unknown,Marketing
17,6,12,17,9,20,12,11,3,1,0,3,0,3,1,1,Unknown,Marketing
17,10,10,18,6,17,11,6,3,0,1,3,0,3,1,0,Unknown,Marketing
20,5,10,18,8,16,13,9,3,0,1,3,0,3,1,1,Unknown,Marketing
16,6,12,18,8,17,11,10,3,0,1,3,1,3,1,0,Unknown,Marketing
17,5,13,17,7,18,13,5,3,1,1,3,0,3,1,1,Unknown,Marketing
17,8,13,15,8,15,12,8,3,1,1,3,1,1,1,0,Unknown,Marketing
16,8,13,19,8,16,13,7,3,0,1,3,1,3,1,1,Unknown,Marketing
18,9,13,19,12,17,12,8,3,0,0,3,0,3,1,1,Unknown,Marketing
